lemma,pos,sense_source,sense_target,semantic_relationship
lorg,noun,"cuardach, tóraíocht (ag lorg oibre, trioblóide; ag lorg sna coillte; gadhar loirg)","cuardach, tóraíocht",exact
lorg,noun,"ar lorg ar thóir, ag leanúint (ar lorg eolais, ar lorg a dhaoine roimhe)","cuardach, tóraíocht",related
aird,noun,"aire, spéis","aire, spéis",exact
aire,noun,"an ceann polaitiúil atá ar Roinn Stáit, m.sh. an tAire Oideachais","an ceann polaitiúil atá ar Roinn Stáit, mar shampla, an tAire Oideachais",exact
ard,noun,cnocán,cnocán,exact
ard-,prefix,ard,ard,exact
ard-,prefix,príomh-,príomh-,exact
ard-,prefix,sár-,sár-,exact
ard-,prefix,uasal,uasal,exact
ard-,prefix,ar chéim chun chinn,ar chéim chun cinn,exact
sprid,noun,spiorad,spiorad,exact
sprid,noun,taibhse,taibhse,exact
spiorad,noun,anam,"misneach, anamúlacht, miotal",exact
spiorad,noun,"misneach, anamúlacht, miotal","misneach, anamúlacht, miotal",exact
tuairim,noun,"pictiúr san aigne, oipineon (tá tuairim agam; cad é do thuairim de?)","pictiúr san aigne, oipineon",exact
tuairim,noun,barúil (is é mo thuairim é),barúil,exact
tuairim,noun,amhras (ní chuirfeá faoina thuairim é),amhras,exact
meon,noun,"méin, aigne","méin, aigne",exact
meon,noun,carachtar,carachtar,exact
aidhm,noun,"críoch a bhíonn beartaithe le rud, cuspóir","críoch a bhíonn beartaithe le rud, cuspóir",exact
cuspóir,noun,"aidhm, sprioc","aidhm, sprioc",exact
sprioc,noun,marc le haimsiú nó le sroicheadh,marc le haimsiú nó le sroicheadh,exact
sprioc,noun,marc teorann,marc teorann,exact
sprioc,noun,comhartha talún,comhartha talún,exact
sprioc,noun,"pointe, spota, áit choinne","pointe, spota, áit choinne",exact
sprioc,noun,pointe ama (rud a íoc ar an sprioc),pointe ama,exact
sprioc,noun,"cuspóir, ceann cúrsa (ceann sprice a bhaint amach)","cuspóir, ceann cúrsa",exact
abacas,noun,Fráma agus cloichíní ar shlata nó ar shreanga air chun comhairimh,fráma agus cloichíní ar shlata nó ar shreanga air chun comhairimh,exact
abar,noun,talamh bog,talamh bog,exact
abhac,noun,duine atá i bhfad níos lú ná an ghnáthdhuine,duine atá i bhfad níos lú ná an gnáthdhuine,exact
ábhann,noun,"séis cheoil, tiúin","séis cheoil, tiúin",exact
ábhar,noun,leaba iomartha i ngunail báid,leaba iomartha i ngunail báid,exact
uacht,noun,"tiomna, cáipéis dlíthiúil a leagann amach cad atá le himeacht ar mhaoin duine tar éis a bháis.","tiomna, cáipéis dhlíthiúil a leagann amach cad tá le himeacht ar mhaoin duine tar éis a bháis",exact
banbh,noun,muc óg.,muc óg,exact
cráin,noun,muc bhaineann.,muc bhaineann atá ina máthair áil,exact
troitheán,noun,An chuid den rothar ar a gcuireann an rothaí a chos.,gaireas coise le meaisín nó uirlis cheoil a oibriú,narrower
eascaine,noun,"mallacht, mionn mór, droch-chaint.","mallacht, mionn mór, droch-chaint",exact
cónra,noun,"coiméadán, déanta as adhmad de ghnáth, ina gcuirtear corpáin chun iad a adhlacadh.",bosca do chorp duine mhairbh,exact
soilse,noun,"gile, solas (soilse an lae).","gile, solas",exact
soilse,noun,splanc.,splanc,exact
soilse,noun,Teideal ardonóra.,teideal ardonóra,exact
gile,noun,Bail an ruda atá geal.,bail an ruda atá geal,exact
gile,noun,gealas,gealas,exact
oideas,noun,"múineadh, teagasc.","múineadh, teagasc",exact
oideas,noun,"Treoir nó ordú scríofa ó dhochtúir chun cógas a ullmhú, leigheas.","treoir nó ordú scríofa ó dhochtúir chun cógas a ullmhú, leigheas",exact
oideas,noun,Liosta de na nithe agus de na treoracha is gá chun bia éigin a ullmhú.,liosta de na nithe agus de na treoracha is gá chun bia éigin a ullmhú,exact
oide,noun,"múinteoir, teagascóir.","múinteoir, teagascóir",exact
zú,noun,Páirc phoiblí ina gcoinnítear agus a dtaispeántar ainmhithe fiáine.,páirc phoiblí ina gcoinnítear agus a dtaispeántar ainmhithe fiáine,exact
zó-eolaíocht,noun,Eolaíocht bheatha na n-ainmhithe.,eolaíocht bheatha na n-ainmhithe,exact
iarla,noun,uasal ardchéime idir marcas agus bíocunta.,uasal ardchéime idir marcas agus bíocunta,exact
bíocunta,noun,Fear uasal atá faoi bhun iarla i gcéim.,fear uasal atá faoi bhun iarla i gcéim,exact
marcas,noun,uasal díreach faoi bhun diúic i gcéim.,uasal díreach faoi bhun diúic i gcéim,exact
diúc,noun,uasal ardchéime.,uasal ardchéime,exact
uasal,noun,duine céimiúil gradamach.,duine céimiúil gradamach,exact
uasal,noun,duine breá galánta.,duine breá galánta,exact
uasal,noun,duine mín macánta.,duine mín macánta,exact
uasal,adjective,"céimiúil, gradamach.",duine céimiúil gradamach,related
uasal,adjective,"Faoi thréithe an duine uasail, galánta.",duine breá galánta,related
cuideachta,noun,"gasra daoine le chéile, comhluadar (i gcuideachta duine; is breá an chuideachta iad).","gasra daoine le chéile, comhluadar",exact
cuideachta,noun,"greann, spórt, caitheamh aimsire (déanfaidh sé cuideachta dúinn).","greann, spórt, caitheamh aimsire",exact
cuideachta,noun,comhlacht gnó.,comhlacht gnó,exact
abairt,noun,"Focail i ndiaidh a chéile a dhéanann ráiteas iomlán (tá siad ag teacht, fág ansin é, cá bhfuil siad anois? fuist, a dhuine!).",focail i ndiaidh a chéile a dhéanann ráiteas iomlán,exact
ádh,noun,"fortún, seans.","fortún, seans",exact
ál,noun,An méid rudaí óga a bheireann ainmhí in éineacht (ál banbh).,an méid rudaí óga a bheireann ainmhí in éineacht,exact
ál,noun,An méid éan óg a thagann amach in éineacht i nead (ál sicíní).,an méid éan óg a thagann amach in éineacht i nead,exact
anam,noun,An spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis.,an spiorad nó an chuid inmheánach den duine a chreidtear a mhaireann tar éis a bháis,exact
anam,noun,beatha (thit an t-anam as).,beatha,exact
anam,noun,"brí, fuinneamh (cuir anam ionat féin).","brí, fuinneamh",exact
anseo,adverb,San áit seo.,san áit seo,exact
anseo,adverb,Ar an saol seo.,ar an saol seo,exact
báicéir,noun,duine a bhácálann arán nó cístí milse don phobal.,duine a bhácálann arán nó cístí milse don phobal,exact
iomaitheoir,noun,duine a théann in iomaíocht i gcomórtas.,duine ghlacann a páirt i gcomórtas nó i gcoimhlint,exact
huscaí,noun,gadhar a úsáideann na hEiscimigh chun carranna sleamhnáin a tharraingt.,gadhar a úsáideann na hEiscimigh chun carranna sleamhnáin a tharraingt,exact
barda,noun,seomra mór in ospidéal agus leapacha do dhaoine breoite ann.,seomra mór in ospidéal agus leapacha do dhaoine breoite ann,exact
barda,noun,roinn riaracháin de chathair.,roinn riaracháin de chathair,exact
seomra,noun,roinn inmheánach de theach (seomra leapa; seomra scoile).,roinn inmheánach de theach,exact
ospidéal,noun,áit a gcuirtear cóir leighis ar othair.,áit a gcuirtear cóir leighis ar othair,exact
áit,noun,ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud.,ball ar bith den chruinne a bhfuil spás ann do dhuine nó do rud,exact
áit,noun,achar atá curtha ar leith do ghnó áirithe (áit cathaoireach).,achar atá curtha ar leith do ghnó áirithe,exact
áit,noun,comharsanacht (duine ón áit).,comharsanacht,exact
áit,noun,sealúchas (teach agus áit).,sealúchas,exact
áit,noun,suíomh áirithe (m'áit sa rang; tá sé as áit).,suíomh áirithe,exact
roinn,noun,cuid roinnte (an roinn seo tíre).,cuid roinnte,exact
roinn,noun,cuid ar leith (Ranna Stáit).,cuid ar leith,exact
roinn,verb,riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).,cuid roinnte,related
cuid,noun,"páirt, roinnt (déan trí chuid de).","páirt, roinnt",exact
cuid,noun,cion duine amháin (sin é do chuid de; mo chuid éadaigh; iníon dá chuid).,cion duine amháin,exact
cuid,noun,"ábhar (tá cuid súl inti, ní cuid iontais é).",ábhar,exact
cuid,noun,"bia, beatha (do chuid a chaitheamh; ag tuilleamh a choda).","bia, beatha",exact
amháin,adjective,"singil, aonair (duine amháin).","singil, aonair",exact
amháin,adjective,Gan níos mó ná sin (sinn féin amháin).,gan níos mó ná sin,exact
páirt,noun,"cuid, píosa, blúire.","cuid, píosa, blúire",exact
páirt,noun,"taobh, lámh (ghlac sé páirt ann; páirt duine a thógáil).","taobh, lámh",exact
páirt,noun,"comhluadar, caidreamh (ná bíodh baint ná páirt agat leo).","comhluadar, caidreamh",exact
páirt,noun,"cion, cairdeas (lucht gaoil agus páirte; a leanbh na páirte).","cion, cairdeas",exact
páirt,noun,"páirtíocht, comhar (rinne sé i bpáirt liom é).","páirtíocht, comhar",exact
píosa,noun,"cuid, blúire (píosa feola, píosa den tír).","cuid, blúire",exact
píosa,noun,paiste.,paiste,exact
píosa,noun,stráice (píosa éadaigh).,stráice (píosa éadaigh),exact
píosa,noun,dréacht liteartha nó ceoil.,dréacht liteartha nó ceoil,exact
píosa,noun,"mona, bonn (píosa óir, píosa deich bpingine).","mona, bonn",exact
roinnt,noun,riar ina chodanna (rud a roinnt ar dhaoine; cártaí a roinnt).,riar ina chodanna,exact
roinnt,noun,baint (tá trioblóid ag roinnt leis sin).,baint,exact
roinnt,noun,Cur isteach i (céad a roinnt ar dheich).,cur isteach i,exact
roinnt,noun,"méid áirithe, cuid (tá roinnt mhaith airgid aige).","méid áirithe, cuid",exact
roinnt,noun,beagán (tá sé roinnt cosúil leat).,beagán,exact
beagán,noun,cuid bheag.,cuid bheag,exact
méid,noun,"líon, uimhir, tomhas, suim (an méid airgid atá acu, an méid oibre a rinneadh, an méid agaibh atá i láthair).","toirt, téagar",exact
othar,noun,duine tinn nó breoite.,duine tinn nó breoite,exact
tinn,adjective,"pianmhar, gan a bheith ar fónamh (cos thinn, súile tinne).","pianmhar, gan a bheith ar fónamh",exact
tinn,adjective,cráite (tá mo chroí tinn dóite).,cráite,exact
tinn,adjective,breoite (tá sé tinn sa leaba).,breoite,exact
breoite,adjective,"easlán, tinn, gan a bheith ar fónamh.","easlán, tinn, gan a bheith ar fónamh",exact
inmheánach,adjective,"laistigh, taobh istigh.","laistigh, taobh istigh",exact
pianmhar,adjective,"A tharraingíonn pian, a bhfuil pian ann.","a tharraingíonn pian, a bhfuil pian ann",exact
pian,noun,tinneas.,tinneas,exact
pian,noun,mothúchán gortaithe i gcorp nó in aigne.,mothúchán gortaithe i gcorp nó in aigne,exact
pian,noun,"peannaid, pionós.","peannaid, pionós",exact
tinneas,noun,"pian, taom tinn (tinneas cinn, droma).","pian, taom tinn",exact
tinneas,noun,cráiteacht (tinneas croí).,cráiteacht,exact
tinneas,noun,buairt (ní hé atá ag cur tinnis air).,buairt,exact
tinneas,noun,breoiteacht (tinneas farraige).,breoiteacht,exact
tinneas,noun,íona tuismidh (tinneas clainne; tinneas lao).,íona tuismidh,exact
corp,noun,"iomlán substainteach duine nó ainmhí, marbh nó beo (idir anam agus chorp).","iomlán substainteach duine nó ainmhí, marbh nó beo",exact
corp,noun,"duine marbh (corp os cionn cláir, teach an choirp).",duine marbh,exact
corp,noun,creatlach (léim sé as a chorp).,creatlach,exact
corp,noun,"cabhail, colainn (corp gan cheann).","cabhail, colainn",exact
corp,noun,"stoc (corp crainn, corp colúin).",stoc,exact
corp,noun,iomlán (is é corp na fírinne é; le corp nirt).,iomlán,exact
mothúchán,noun,mothú.,mothú,exact
mothúchán,noun,"tocht, corraí.","tocht, corraí",exact
peannaid,noun,"aithrí, leorghníomh.","aithrí, leorghníomh",exact
peannaid,noun,pian.,pian,exact
peannaid,noun,pionós.,pionós,exact
pionós,noun,breithiúnas a leagtar ar dhuine mar gheall ar olc nó ar choir éigin (pionós báis).,breithiúnas a leagtar ar dhuine mar gheall ar olc nó ar choir éigin,exact
pionós,noun,crá croí (is mór an pionós é).,crá croí,exact
breithiúnas,noun,cinneadh cúise i gcúirt.,cinneadh cúise i gcúirt,exact
breithiúnas,noun,tuairim mheáite as fianaise.,tuairim mheáite as fianaise,exact
cinneadh,noun,"socrú, beartú, ceapadh (cinneadh ar lá, ar rud a dhéanamh).","socrú, beartú, ceapadh",exact
aoinne,noun,"aon duine, duine ar bith.",aon duine,exact
aoinne,noun,éinne,aon duine,narrower
cúirt,noun,cruinniú idir breitheamh agus lucht dlí leis an dlí a riar.,cruinniú idir breitheamh agus lucht dlí leis an dlí a riar,exact
cúirt,noun,teach cúirte.,teach cúirte,exact
cúirt,noun,pálás rí nó banríona (cúirt ríoga).,pálás rí nó banríona,exact
cúirt,noun,"mainéar, teach mór.","mainéar, teach mór",exact
cúirt,noun,spás atá iata isteach ag foirgnimh (cúirt caisleáin).,spás atá iata isteach ag foirgnimh,exact
cúirt,noun,réileán imeartha (cúirt leadóige).,réileán imeartha,exact
breitheamh,noun,duine i gceannas i gcúirt dlí a éisteann an cás agus a thugann an bhreith.,duine i gceannas i gcúirt dlí a éisteann an cás agus a thugann an bhreith,exact
prionsabal,noun,"fírinne bhunúsach, dlí ginearálta.","fírinne bhunúsach, dlí ginearálta",exact
prionsabal,noun,caighdeán onóra nó ionracais (fear gan phrionsabal).,caighdeán onóra nó ionracais,exact
fírinne,noun,ráiteas fíor.,ráiteas fíor,exact
fírinne,noun,Na fíricí glana.,na fíricí glana,exact
fírinne,noun,airteagal creidimh.,airteagal creidimh,exact
puchóid,noun,at beag ar an gcraiceann agus barr braonach air. Catagóir:Bríonna de dhíth,at beag ar an gcraiceann agus barr braonach air,exact
fachnaoid,noun,"magadh, fonóid","magadh, fonóid",exact
breosla,noun,Ábhar tine nó teasa ar nós gual nó móin nó ola nó gás. Catagóir:Bríonna de dhíth,ábhar tine nó teasa ar nós gual nó móin nó ola nó gás,exact
bodhrán,noun,uirlis ceoil ar nós druma.,druma beag agus craiceann ar thaobh amháin de,broader
simléar,noun,structúr ar bharr foirgnimh a ligean do dheatach ó thine éalú.,"poll éalaithe do dheatach as tinteán, foirnéis etc.",exact
dumhach,noun,staic gainimh. Feictear iad cois trá nó i bhfásaigh.,"méile, talamh gainimh cois trá",exact
milseán,noun,"cineal bia, bíonn siad beag agus milis de ghnáth.",rud milis,narrower
tubaiste,noun,tarlúint thar a bheith mí-ádhmharach.,"olc, anachain, cinniúint, matalang",related
sloinne,noun,ainm clainne.,"ainm deireanach duine, ainm sinsearach",exact
cóip,noun,macasamhail.,"rud atá déanta i gcosúlacht ruda eile, macasamhail",exact
minicíocht,noun,An ráta ag a dtarlaíonn próiséis peiriadach.,"chomh minic is a tharlaíonn rud, minice",exact
crosfhocal,noun,cluiche focail ina ndéantar iarracht greille a líonadh leis na focail cuí ó nodanna atá tugtha.,tomhas fí focal le leideanna chun teacht ar fhocail a luífeadh isteach i spásanna i gcearnóg,exact
dorchla,noun,pasáiste i bhfoirgneamh.,pasáiste a bhfuil seomraí ag oscailt ar a thaobh,broader
geallghlacadóir,noun,duine a ghlacann le geallanna mar ghairm.,duine a ghlacann geallta ar rásaí capall nó ar chomórtais eile mar shlí bheatha,exact
eagraíocht,noun,structúr foirmeálta ina n-eagraigh daoine iad féin chun aidhm comónta a bhaint amach.,comaoin daoine ar aon aidhm le chéile,exact
eitleán,noun,feithicil le eití dobhogtha a gluaiseann san aer.,árthach sciathánach atá níos troime ná an t-aer ach ar féidir léi eitilt,related
tráta,noun,glasra dearg a fhásann ar an bplanda Solanum lycopersicum.,toradh cruinn súmhar dearg a úsáidtear i sailéid etc.,narrower
fiaile,noun,"planda a fhásann as a stuaim féin, seachas planda a chuirtear d'aon ghnó.",luibh(eanna) gan iarraidh a fhásann i mbarr nó i mbláthanna,broader
deachtóir,noun,duine a riailíonn gan chomhairle ó éinne eile.,rialtóir uilechumhachtach,exact
cúlchaint,noun,caint mar gheall ar duine i ngan fhios dó nó dí.,caint faoi dhuine taobh thiar dá chúl,exact
frog,noun,ainmhí beag amfaibiach le dath glas air de ghnáth.,ainmhí beag gan eireaball a mhaireann gach re seal ar talamh agus in uisce,exact
mearcair,noun,dúil cheimiceach le h-uimhir adamhach 80 agus siombal Hg. miotal nimhneach le dath airgid é a bhíonn ina leacht ag teocht seomra.,"miotal geal leachtach a úsáidtear i mbaraiméadair agus i dteirmiméadair, airgead beo",narrower
brionglóid,noun,físeanna a chruthaítear in aigne an duine agus ainmhithe eile agus iad ina gcodladh.,rud a shamhlaítear do dhuine trína chodladh,exact
gluaisrothar,noun,feithicil le dhá roth agus inneall.,rothar trom a thiomáintear le hinneall,exact
tafann,noun,An fhuaim a dhéanann madra lena bhéal.,"an glór a dhéanann gadhar, go mór mór sa tseilg",exact
míorúilt,noun,tárlúint do-chreidte a mhaítear cúis osnádúrtha a bheith leis go minic.,rud nó ócáid iontach nach bhfuil míniú saolta air,exact
ispín,noun,"saghas bia déanta as feoil, muiceoil de ghnáth.",feoil mhionaithe agus spíosraí tríthi agus í dingthe isteach i máilín de scannán ainmhíoch,broader
rabhadh,noun,teachtaireacht a chuireann contúirt in iúl.,"fógra faire, fainic",exact
trealamh,noun,Na rudaí atá riachtannach chun aidhm éigin a chur i gcrích.,"fearas, gléas, feisteas",related
cú,noun,"ainmhí, ball den rang Canis atá ceansaithe ag an duine leis na mílte bliain.",madra ard seang a úsáidtear chun cúrsála agus rásaíochta,broader
tuíodóir,noun,duine a chuireann díonta tuí ar thithe mar ghairm.,duine a chuireann tuí ar thithe,exact
ceo,noun,rud.,"dada, faic",related
duán,noun,orgán in ainmhithe a dhéanann scagadh ar an bhfuil chun é a ghlanadh agus a thairgeann fual ón bhfuíoll-ábhar.,ceann de dhá fhaireog ar dhá thaobh an droma,narrower
duánaí,noun,duine a dhéanann iasciareacht le slat agus dorú.,duine a iascann le duán,exact
cloigeann,noun,An chuid den chorp os cionn barr na scórnaí.,ceann,exact
mealbhóg,noun,mála beag.,"mála beag, sparán",exact
dúghorm,adjective,Ar dhath idir dubh agus gorm.,dorcha gorm,exact
mistéir,noun,eachtra gan míniú,rud diamhair nach féidir a mhíniú ná a thuiscint go soiléir,exact
flichshneachta,noun,meascán de shneachta agus báisteach.,fearthainn agus sneachta tríthi (Deirtear flichne leis freisin),exact
bréagriocht,noun,Aon rud a chaitheann duine nó a chuirtear ar rud chun a fíor-chuma a cheilt.,cuma bhréige ar rud nó ar dhuine chun nach n-aithneofaí é,exact
aigeanta,adjective,"Anamúil, beoga, meanmnach.","beoga, meanmnach",exact
otharcharr,noun,gluaistéan chun daoine tinn nó gortaithe a iompar chun na hospidéile.,carr speisialta chun othair a iompar,exact
liamhás,noun,Saghas muiceoil.,ceathrú muice arna sailleadh (réitithe le hithe),broader
muiceoil,noun,feoil mhuice.,feoil mhuice (úr nó saillte),exact
codán,noun,uimhir dearfach níos lú na haon,"cuid den iomlán, ar nós leath () nó ceathrú ()",exact
céatadán,noun,codán cuirthe san fhoirm go bhfuil an t-ainmneoir cothrom le céad.,ráta faoin gcéad a scríobhtar mar %,exact
gadaí,noun,duine a ghoideann rudaí.,duine a bhíonn ag goid,exact
neantóg,noun,planda a chuireann cealga pianmahara i rud ar bith a theagmhaíonn leis.,fás fiáin a ghreadfadh an craiceann agat dá dteagmhófá leis,exact
imreasc,noun,an chuid daite den súil.,an chuid dhaite den tsúil,exact
claí,noun,structúr a dheighleann paistí talún óna chéile.,balla cré nó cloch thart ar ghort,exact
freagra,noun,"Rud ráite, scríofa, nó déanta ar ais mar fhreagairt ar cheist, litir, beannú. Catagóir:Bríonna de dhíth",caint ar ais de thoradh ceiste,broader
siopa,noun,foigneamh ina ndíoltar earraí.,teach nó seomra a ndíoltar earraí leis an bpobal ann,exact
siopa,noun,foigneamh ina ndíoltar earraí.,(mar ) ceannaithe i siopa,related
bacach,noun,duine go bhfuil máchail ar a chorp.,ag siúl go deacrach le cos ghortaithe nó chraplaithe,related
mias,noun,"soitheach ina gcuirtear leachtanna nó solaid, bia mar shampla.",árthach cruinn nach bhfuil domhain agus a gcoinnítear bia nó deoch ann,exact
caisleán,noun,foirgneamh cosainteach tógtha as cloch ina maireadh daoine cumhachtacha sna mean-aoiseanna.,teach mór daingean faoi bhallaí láidre cloiche agus thúir,narrower
cipín,noun,Píosa tannaí adhmaid le ceimicí ar an bior a úsáidtear chun tine a lasadh.,blúire beag tanaí adhmaid chun tine etc.,narrower
gal,noun,uisce i bhfoirm gáis. Cruthaítear gal nuair a théitear uisce os cionn 100 céim Celcius.,scamall geal a éiríonn as uisce beirithe,related
meirg,noun,"Ábhar a fhágtar ar dhromchla miotail, iarann ach go háirithe, nuair a chreimeann an aimsir iad.",coirt dhonn chreimneach a thagann ar iarann le taisleach,exact
lann,noun,"Stiall tannaí, déanta as miotal de ghnáth, le faobhar géar air chun rudaí a ghearradh.","bléid scine, claímh etc.",exact
stair,noun,Cur síos ar an t-am atá caite.,cuntas ar an saol atá caite,exact
stair,noun,Cur síos ar an t-am atá caite.,"scéal, tuairisc, cur síos",narrower
sciathán,noun,"Structúr a thugann cumas eitilte d'ainmhithe áirithe, d'éin mar shampla.",ceann den dá ghéag a n-eitlíonn éan leo,broader
nimh,noun,Aon substaint a dheanann dochar do rudaí beo nuair a inghabhann siad é.,aon substaint a d'fhágfadh dona nó marbh thú ar í a shlogadh nó a thógáil isteach sa chorp,exact
lasc,noun,"gléas chun rud a athrú ó staid amháin go staid eile, mar shampla solas a mhúchadh nó a lasadh.",cnaipe a chuireann leictreachas ar siúl,broader
droichead,noun,structúr chun abhainn a threasnú.,bóthar nó rud mar é thar abhainn nó thar bhóthar eile,narrower
rún,noun,eolas a choiméadtar faoi cheilt.,scéal nach bhfuil a fhios ach ag duine amháin nó ag fíorbheagán daoine,related
rún,noun,ábhar atá le plé in imeacht.,tairiscint fhoirmiúil os comhair cruinnithe,exact
crios,noun,Ball éadaí a cheanglaítear timpeall an bhásta chun na brístí a choiméad in airde.,"stiall leathair nó éadaigh etc. a chaitear thart faoin gcoim, beilt",exact
fadhb,noun,Staid go bhfuil sé deachair teacht ar réiteach air.,cruacheist,related
suíochán,noun,Píosa troscáin ar a suítear.,ball troscáin le suí air,exact
caochán,noun,mamach beag ón bhfine Talpidae a thoclaíonn faoin talamh.,ainmhí beag faoi thalamh a bhfuil súile beaga agus fionnadh mín air,narrower
íobairt,noun,rud a thugtar suas in onóir do dhia.,ofráil do Dhia nó do dhéithe ar altóir,exact
íobairt,noun,rud a thugtar suas in onóir do dhia.,an rud a ofráiltear,narrower
toirneach,noun,"Cineál aimsir, an torann a ghinntear nuair a théitear aer go h-an tapaidh de bharr tintreach.",fothram trom nó leanúnach san aer tar éis tintrí,exact
sos,noun,am in a dtógtar brise ó ghníomhaíochtaí.,"scíth ó shaothar de chineál ar bith, faoiseamh, reasta",exact
ualach,noun,rud atá deachair iompair.,"rud le hiompar, a oiread agus is féidir a iompar in aon bheart amháin, muirear",related
ceapaire,noun,"Cinéal bia a dhéantar tré bia eile, feoil agus glasraí mar shampla, a chur idir dhá slisne aráin.",dhá phíosa aráin agus bia éigin eile eatarthu,exact
barr,noun,An chuid is airde de run ar bith.,"an pointe is airde, mullach",exact
barr,noun,Aon phlanda a fhásann feirmeoir mar bhia.,rud a fhásann ar bharr talún,related
tiomna,noun,"uacht, ceann de dhá phríomhroinn an Bhíobla (an Sean-Tiomna agus an Tiomna Nua).",ceann de dhá phríomhroinn an Bhíobla,exact
tiomna,noun,"eascaine, mallacht.","eascaine, mallacht",exact
amháin,adverb,Gan níos mó ná sin (ag ithe aráin amháin).,gan níos mó ná sin,exact
polaiteoir,noun,"duine atá gafa le poltaitíocht, ach go háirithe duine atá tofa mar bhall den rialtas.",duine arb í an pholaitíocht a ghnó,exact
polaiteoir,noun,"duine atá gafa le poltaitíocht, ach go háirithe duine atá tofa mar bhall den rialtas.","ball gníomhach de pháirtí polaitiúil (Fianna Fáil, Fine Gael etc.)",related
speisialta,adjective,"neamhghnách, neamhchoitianta. Catagóir:Bríonna de dhíth","neamhghnách, neamhchoitianta",exact
aonad,noun,Rud amháin ann féin; caighdeán tomhais. Catagóir:Bríonna de dhíth,rud amháin ann féin,broader
aonad,noun,Rud amháin ann féin; caighdeán tomhais. Catagóir:Bríonna de dhíth,caighdeán tomhais,broader
cigire,noun,duine a dhéanann scrúdú ar rudaí nó daoine.,oifigeach atá ceaptha le rudaí a scrúdú,exact
cuardach,noun,próiséis ina dtéitear i dtóir ar rud.,lorg ruda ar fud áite,exact
sanas,noun,cogar nó leid nó gluais Catagóir:Bríonna de dhíth,cogar,broader
sanas,noun,cogar nó leid nó gluais Catagóir:Bríonna de dhíth,leid,broader
sanas,noun,cogar nó leid nó gluais Catagóir:Bríonna de dhíth,gluais,broader
stainnín,noun,"Seastán, stalla, both; bairille beag. Catagóir:Bríonna de dhíth","seastán, stalla, both",broader
stainnín,noun,"Seastán, stalla, both; bairille beag. Catagóir:Bríonna de dhíth",bairille beag,broader
comhairleoir,noun,duine a thugann comhairle.,duine a thugann comhairle,exact
amhras,noun,deirtear go bhuil amhras faoi rud nuair nach bhfuiltear cinnte faoi.,dabht,exact
amhras,noun,deirtear go bhuil amhras faoi rud nuair nach bhfuiltear cinnte faoi.,easpa cinnteachta,exact
cumarsáid,noun,Aon phroiséis trína n-aistrítear eolas.,bealach le heolas a chur ar fáil,exact
bachlóg,noun,Tugtar bachlóga ar na fásóga nua a tharlaíonn ar phlandaí san Earrach.,bláth nó duilleog nach bhfuil oscailte amach fós,related
móin,noun,ábhar a bhaintear as portaigh le h-úsáid mar bhreosla.,ábhar tine a bhaintear ina fhóid as an talamh,exact
gairm,noun,slí beatha.,ceird,broader
táille,noun,méid airgid gur gá íoc ar son seirbhís,íocaíocht as seirbhís nó as pribhléid ar leith,exact
táille,noun,méid airgid gur gá íoc ar son seirbhís,luach saothair,related
táille,noun,méid airgid gur gá íoc ar son seirbhís,ráta,related
móilín,noun,An t-aonad is lú de substaint a choiméadann tréithe ceimiceacha an substainte.,ceann de na mionghrúpaí adamh as a bhfuil substaint ar bith déanta,related
móilín,noun,An t-aonad is lú de substaint a choiméadann tréithe ceimiceacha an substainte.,an mhír ranna is lú i substaint a bhfuil nádúr na substainte fágtha inti,exact
scéal,noun,Cur síos ar sraith eachtraí.,eachtra,related
scéal,noun,Cur síos ar sraith eachtraí.,cuntas nó cur síos ar rud a tharla,exact
aistear,noun,turas.,turas,exact
aistear,noun,turas.,turas as bealach,broader
turas,noun,gníomh ina dtaistealaíonn duine nó daoine ó láthair amháin go láthair eile (i gcéin de ghnáth).,aistear,exact
taos,noun,Tugtar taos ar ábhar nuair atá sé leathbhealach idir solad agus leacht.,aon mheascán bog,related
ocras,noun,céadfaíocht a mhothaíonn ainmhithe nuair a théann siad gan bia.,fonn nó mian chun bia,narrower
tart,noun,céadfaíocht a mhothaíonn ainmhithe nuair a théann siad gan ól.,triomach scornaí de bharr gá a bheith ag duine le deoch,broader
iarratas,noun,teachtaireacht a éilíonn rud.,"éileamh, trácht",related
dealramh,noun,An cuma atá ar rud.,"féachaint, cosúlacht",exact
lascaine,noun,ísliú i bpraghas.,lacáiste,exact
guth,noun,An fhuaim a dhéanann duine agus é ag labhairt.,glór duine,narrower
dorú,noun,An sreang a úsáidtear in éineacht le slat chun iascaireacht a dhéanamh.,corda iascaigh,exact
dáta,noun,bailiúchán d'uimhreacha nó uimhreacha agus ainm míosa a dheanann tagairt do lá ar leith.,an lá den mhí agus den bhliain a chuirtear le rud,exact
dáta,noun,bailiúchán d'uimhreacha nó uimhreacha agus ainm míosa a dheanann tagairt do lá ar leith.,"lá, mí agus bliain áirithe",related
dath,noun,lí nó cosúlacht ruda nuair a bhíonn solas air.,lí nó cosúlacht ruda nuair a bhíonn solas air,exact
liath,adjective,Ar dhath idir bán agus dubh.,ar dath na luatha,exact
iníon,noun,Páiste baineann.,duine baineann clainne,exact
